ride_date,city,total_rides,completed_rides,cancelled_rides,total_revenue,avg_distance_km,avg_fare
2024-07-04,Bangalore,7,6,0,854.31,6.74,122.04
2023-01-16,Mumbai,8,4,0,397.2,3.31,49.65
2025-06-01,Hyderabad,11,9,0,937.4,6.88,85.22
2025-05-16,Hyderabad,13,13,0,1422.8,8.85,109.45
2024-04-14,Delhi,12,9,0,667.74,5.46,55.65
2025-04-20,Mumbai,7,3,0,287.76,3.43,41.11
2024-12-09,Mumbai,11,7,0,879.99,5.95,80.0
2023-01-03,Chennai,8,7,0,640.63,4.55,80.08
2024-09-16,Delhi,7,4,0,394.58,5.08,56.37
2024-04-14,Mumbai,9,7,0,724.02,6.2,80.45
2023-03-10,Delhi,8,5,0,373.77,4.56,46.72
2024-03-28,Hyderabad,9,7,0,663.44,5.66,73.72
2024-09-18,Delhi,9,5,0,422.25,4.5,46.92
2024-03-28,Bangalore,10,9,0,1403.63,7.62,140.36
2025-03-09,Chennai,9,9,0,1292.28,8.69,143.59
2023-12-17,Hyderabad,9,7,0,711.83,5.82,79.09
2025-05-22,Chennai,10,10,0,1503.06,9.02,150.31
2025-12-20,Chennai,11,8,0,830.17,4.47,75.47
2025-01-19,Delhi,11,6,0,408.5,3.71,37.14
2023-06-05,Delhi,6,4,0,228.27,3.7,38.05
2023-12-16,Delhi,13,7,0,455.12,3.4,35.01
2024-05-09,Mumbai,13,6,0,796.59,4.69,61.28
2024-07-29,Hyderabad,11,9,0,961.96,6.96,87.45
2024-10-26,Bangalore,9,8,0,1465.96,8.33,162.88
2023-09-25,Mumbai,13,7,0,917.04,5.02,70.54
2023-06-16,Mumbai,8,6,0,776.79,7.22,97.1
2025-06-04,Mumbai,7,4,0,513.96,5.57,73.42
2025-11-02,Mumbai,6,5,0,651.42,7.74,108.57
2024-09-12,Hyderabad,11,8,0,565.53,3.99,51.41
2024-12-14,Mumbai,11,8,0,600.81,4.4,54.62
2024-03-30,Delhi,5,5,0,461.48,8.65,92.3
2026-01-09,Delhi,14,11,0,1036.31,7.36,74.02
2023-10-25,Chennai,9,7,0,716.16,4.61,79.57
2024-10-02,Mumbai,10,8,0,650.94,4.88,65.09
2023-04-23,Chennai,15,15,0,1715.95,7.08,114.4
2023-08-04,Bangalore,8,8,0,1280.67,8.61,160.08
2025-07-12,Chennai,12,12,0,1710.12,8.88,142.51
2024-05-08,Bangalore,8,5,0,649.54,4.44,81.19
2024-06-24,Delhi,8,5,0,433.14,4.92,54.14
2024-10-25,Delhi,9,6,0,520.57,5.49,57.84
2025-10-07,Mumbai,10,4,0,447.24,3.73,44.72
2023-12-22,Mumbai,13,10,0,881.7,4.97,67.82
2023-07-07,Hyderabad,15,7,0,778.26,3.74,51.88
2023-07-07,Delhi,8,6,0,633.6,7.92,79.2
2025-06-23,Mumbai,9,5,0,446.52,3.62,49.61
2024-08-20,Bangalore,9,7,0,977.79,6.21,108.64
2025-06-27,Chennai,11,10,0,1251.58,7.33,113.78
2023-02-07,Chennai,10,9,0,1017.67,6.76,101.77
2024-02-25,Delhi,9,4,0,306.7,3.24,34.08
2023-04-25,Chennai,3,3,0,289.73,5.8,96.58
2023-02-24,Chennai,10,8,0,872.99,5.71,87.3
2023-07-21,Hyderabad,10,4,0,539.6,4.23,53.96
2026-01-06,Delhi,9,8,0,821.83,7.96,91.31
2025-12-23,Chennai,7,7,0,1001.6,9.5,143.09
2024-07-11,Chennai,11,9,0,775.01,4.35,70.46
2025-10-31,Mumbai,8,6,0,710.4,7.17,88.8
2023-04-16,Chennai,10,10,0,1129.55,6.48,112.96
2024-12-12,Chennai,6,6,0,911.29,9.27,151.88
2025-12-15,Hyderabad,4,2,0,240.26,4.14,60.07
2023-12-12,Mumbai,6,4,0,545.25,6.51,90.88
2023-05-17,Delhi,8,6,0,260.02,3.16,32.5
2023-06-29,Delhi,9,5,0,334.76,3.14,37.2
2023-07-23,Chennai,8,8,0,1055.13,8.19,131.89
2023-03-02,Bangalore,13,13,0,1771.28,7.62,136.25
2023-08-26,Hyderabad,6,6,0,741.98,9.37,123.66
2024-01-11,Bangalore,13,12,0,1418.81,6.06,109.14
2025-07-28,Delhi,12,8,0,645.28,5.12,53.77
2023-04-28,Delhi,12,6,0,460.6,3.84,38.38
2023-09-19,Hyderabad,7,7,0,433.32,4.76,61.9
2023-08-19,Chennai,10,10,0,1190.56,7.15,119.06
2024-04-11,Chennai,11,8,0,924.02,5.36,84.0
2024-07-26,Chennai,5,5,0,642.66,7.42,128.53
2025-05-30,Hyderabad,11,9,0,663.07,4.85,60.28
2026-01-01,Bangalore,6,6,0,832.18,7.48,138.7
2023-10-28,Bangalore,13,12,0,1816.44,7.69,139.73
2023-04-05,Chennai,7,7,0,899.27,7.83,128.47
2023-05-23,Bangalore,10,9,0,1328.2,6.64,132.82
2025-03-22,Chennai,10,9,0,1011.54,5.9,101.15
2024-11-08,Chennai,8,8,0,1259.26,8.74,157.41
2025-01-05,Hyderabad,6,6,0,603.46,7.84,100.58
2023-07-29,Delhi,10,6,0,516.4,5.16,51.64
2024-06-09,Chennai,12,10,0,1319.13,6.34,109.93
2025-01-10,Chennai,12,10,0,1721.91,8.45,143.49
2023-05-18,Chennai,8,7,0,1003.3,7.08,125.41
2024-11-12,Bangalore,9,8,0,1315.87,8.06,146.21
2024-03-09,Hyderabad,10,9,0,909.85,6.91,90.99
2025-02-20,Hyderabad,5,3,0,323.37,4.86,64.67
2023-05-12,Delhi,5,4,0,273.96,5.35,54.79
2025-03-13,Bangalore,7,5,0,740.07,5.8,105.72
2023-10-05,Bangalore,9,7,0,881.09,5.38,97.9
2025-06-19,Delhi,5,3,0,259.4,5.19,51.88
2024-11-08,Mumbai,12,9,0,739.89,4.59,61.66
2023-01-16,Bangalore,10,9,0,1209.14,6.29,120.91
2024-09-25,Chennai,18,14,0,2115.77,7.23,117.54
2023-09-08,Bangalore,7,6,0,902.87,7.05,128.98
2023-04-10,Bangalore,13,12,0,1570.45,6.37,120.8
2025-02-24,Delhi,14,11,0,875.09,6.01,62.51
2025-07-28,Bangalore,9,6,0,821.74,5.1,91.3
2023-02-25,Mumbai,10,6,0,890.07,6.16,89.01
2023-01-07,Chennai,7,7,0,1035.16,8.95,147.88
2023-11-21,Hyderabad,5,4,0,372.36,5.14,74.47
2023-03-27,Mumbai,4,2,0,86.85,1.45,21.71
2023-12-20,Chennai,10,8,0,918.04,6.18,91.8
2024-04-25,Mumbai,15,9,0,1069.5,5.11,71.3
2025-09-25,Chennai,7,7,0,972.22,8.14,138.89
2025-03-26,Bangalore,6,5,0,523.28,4.99,87.21
2023-04-15,Bangalore,12,11,0,1962.55,8.33,163.55
2025-10-20,Bangalore,7,6,0,1080.97,8.68,154.42
2025-05-04,Hyderabad,13,11,0,1223.48,7.13,94.11
2023-02-18,Bangalore,16,16,0,2472.23,8.43,154.51
2024-08-16,Delhi,9,6,0,493.42,4.73,54.82
2025-12-27,Chennai,10,10,0,1478.06,8.64,147.81
2023-07-13,Hyderabad,8,5,0,356.59,3.4,44.57
2025-03-09,Delhi,7,5,0,510.2,7.29,72.89
2023-02-20,Delhi,7,4,0,332.5,4.75,47.5
2024-09-22,Hyderabad,8,6,0,762.71,7.37,95.34
2024-09-28,Hyderabad,4,2,0,206.19,4.48,51.55
2023-10-25,Hyderabad,7,7,0,823.45,9.12,117.64
2023-08-17,Hyderabad,9,8,0,800.85,6.88,88.98
2024-03-11,Bangalore,7,6,0,990.33,7.52,141.48
2024-06-30,Delhi,7,3,0,373.1,5.33,53.3
2024-02-23,Mumbai,9,5,0,329.07,2.92,36.56
2024-04-17,Hyderabad,4,3,0,436.3,8.9,109.08
2024-12-22,Delhi,7,4,0,426.74,5.89,60.96
2023-09-08,Delhi,11,10,0,864.55,7.67,78.6
2025-01-21,Delhi,6,4,0,319.1,5.32,53.18
2024-07-04,Mumbai,12,8,0,772.14,4.9,64.35
2024-09-23,Bangalore,7,7,0,1280.13,9.76,182.88
2024-01-17,Hyderabad,10,8,0,921.48,6.93,92.15
2023-09-08,Mumbai,13,12,0,1062.78,6.13,81.75
2023-08-20,Delhi,7,3,0,326.08,4.19,46.58
2023-01-26,Mumbai,8,6,0,612.42,5.33,76.55
2023-02-23,Chennai,10,9,0,1135.44,6.37,113.54
2024-11-17,Bangalore,17,13,0,1739.28,5.47,102.31
2025-12-08,Hyderabad,12,9,0,995.7,6.02,82.98
2024-06-07,Hyderabad,8,7,0,649.43,6.42,81.18
2024-01-29,Delhi,10,5,0,275.6,2.76,27.56
2024-08-08,Chennai,5,5,0,379.83,4.87,75.97
2025-07-26,Bangalore,13,12,0,1740.75,7.49,133.9
2025-06-24,Chennai,13,12,0,1781.73,8.59,137.06
2025-10-11,Delhi,9,7,0,888.98,8.58,98.78
2023-08-14,Bangalore,9,7,0,1148.32,6.82,127.59
2023-05-22,Bangalore,8,8,0,904.42,6.37,113.05
2023-07-28,Chennai,10,9,0,811.49,5.12,81.15
2025-07-20,Delhi,6,2,0,139.1,2.32,23.18
2023-03-06,Mumbai,10,8,0,691.68,5.21,69.17
2023-09-09,Bangalore,5,5,0,1118.75,11.47,223.75
2025-09-05,Chennai,14,13,0,1809.45,8.02,129.25
2025-05-24,Bangalore,11,11,0,1643.32,8.38,149.39
2024-01-13,Mumbai,10,8,0,961.05,7.14,96.11
2025-01-01,Mumbai,10,6,0,646.74,5.29,64.67
2025-03-30,Bangalore,13,9,0,1684.38,6.79,129.57
2025-08-20,Bangalore,16,15,0,1907.34,6.16,119.21
2025-08-28,Bangalore,19,18,0,2447.94,6.85,128.84
2024-10-15,Bangalore,6,6,0,935.29,8.14,155.88
2025-12-10,Chennai,7,6,0,835.99,7.39,119.43
2024-02-26,Hyderabad,5,5,0,484.95,7.32,96.99
2024-02-27,Hyderabad,5,2,0,192.87,2.92,38.57
2025-07-21,Mumbai,13,3,0,206.67,1.19,15.9
2025-05-06,Chennai,14,13,0,1276.9,5.59,91.21
2025-09-18,Delhi,11,7,0,720.9,6.55,65.54
2023-11-04,Mumbai,13,5,0,516.9,2.91,39.76
2024-10-03,Chennai,7,6,0,830.41,6.87,118.63
2023-03-09,Bangalore,13,11,0,1748.25,7.23,134.48
2024-10-19,Mumbai,10,5,0,606.06,4.76,60.61
2025-04-18,Bangalore,5,4,0,658.76,7.28,131.75
2025-09-27,Chennai,9,8,0,841.12,5.84,93.46
2024-09-16,Bangalore,9,9,0,1375.0,8.13,152.78
2024-06-13,Hyderabad,10,8,0,879.93,6.63,87.99
2023-05-14,Delhi,8,7,0,460.92,5.21,57.62
2023-01-19,Hyderabad,8,6,0,674.63,6.58,84.33
2023-12-08,Bangalore,12,12,0,1660.2,7.16,138.35
2024-05-13,Mumbai,16,13,0,1676.91,7.56,104.81
2024-10-29,Bangalore,17,15,0,2135.79,6.66,125.63
2023-06-15,Mumbai,6,4,0,475.83,5.43,79.31
2024-11-13,Chennai,13,13,0,1470.99,7.12,113.15
2023-05-13,Mumbai,10,8,0,907.65,6.6,90.77
2024-02-28,Hyderabad,8,8,0,722.41,7.17,90.3
2025-03-31,Delhi,13,9,0,722.49,5.4,55.58
2023-02-10,Bangalore,9,8,0,1372.77,8.14,152.53
2023-07-31,Delhi,8,7,0,631.43,7.77,78.93
2025-01-15,Bangalore,16,15,0,2253.35,7.39,140.83
2023-05-19,Mumbai,18,10,0,1177.92,4.75,65.44
2025-04-14,Mumbai,7,5,0,563.73,6.36,80.53
2025-06-07,Bangalore,8,7,0,1303.19,8.56,162.9
2025-09-12,Hyderabad,6,5,0,355.56,4.82,59.26
2024-06-06,Mumbai,8,4,0,407.07,3.98,50.88
2023-08-05,Bangalore,10,10,0,1448.3,7.8,144.83
2023-03-10,Bangalore,10,7,0,1037.6,5.25,103.76
2025-03-01,Mumbai,11,8,0,637.56,4.45,57.96
2024-05-25,Mumbai,7,2,0,303.18,3.26,43.31
2025-10-06,Mumbai,9,5,0,522.78,4.53,58.09
2023-11-25,Delhi,12,9,0,609.97,4.87,50.83
2025-01-17,Hyderabad,6,6,0,634.08,7.88,105.68
2023-12-29,Delhi,9,7,0,595.88,6.17,66.21
2025-12-15,Bangalore,12,12,0,1469.37,6.59,122.45
2024-07-07,Hyderabad,10,7,0,548.14,4.67,54.81
2025-02-26,Chennai,13,13,0,1749.82,8.63,134.6
2025-11-15,Mumbai,6,5,0,570.24,6.63,95.04
2023-09-12,Bangalore,11,9,0,1081.46,5.01,98.31
2025-08-17,Mumbai,17,11,0,1240.8,5.52,72.99
2024-06-01,Hyderabad,5,3,0,355.26,5.52,71.05
2025-08-16,Bangalore,9,7,0,1037.11,5.99,115.23
2025-11-18,Hyderabad,8,6,0,587.11,5.06,73.39
2023-01-20,Chennai,11,9,0,1274.72,7.24,115.88
2025-04-05,Delhi,5,4,0,308.79,5.41,61.76
2024-12-21,Delhi,8,5,0,404.4,5.06,50.55
2024-01-18,Hyderabad,11,10,0,1061.43,7.46,96.49
2023-06-10,Chennai,8,7,0,871.87,5.98,108.98
2024-05-22,Hyderabad,12,6,0,626.94,4.11,52.25
2025-03-01,Hyderabad,9,4,0,412.89,3.65,45.88
2024-07-02,Chennai,10,9,0,841.18,5.3,84.12
2023-09-19,Delhi,16,9,0,935.0,5.84,58.44
2025-02-21,Bangalore,14,13,0,2044.42,7.79,146.03
2023-03-28,Hyderabad,9,9,0,1010.55,8.91,112.28
2023-02-19,Chennai,8,8,0,946.84,6.73,118.36
2025-04-11,Mumbai,4,4,0,438.51,7.99,109.63
2025-01-03,Delhi,5,2,0,217.2,4.34,43.44
2025-02-14,Bangalore,8,7,0,985.37,6.31,123.17
2024-12-05,Hyderabad,6,6,0,703.58,9.18,117.26
2024-03-30,Hyderabad,15,11,0,1358.63,6.82,90.58
2025-12-25,Hyderabad,6,5,0,626.0,7.75,104.33
2025-07-25,Delhi,9,5,0,485.1,5.39,53.9
2023-01-12,Bangalore,5,5,0,736.71,7.66,147.34
2025-03-23,Mumbai,11,8,0,995.01,6.91,90.46
2025-07-14,Hyderabad,11,9,0,945.73,6.53,85.98
2024-08-03,Hyderabad,6,6,0,691.18,9.23,115.2
2023-12-11,Chennai,14,12,0,1528.6,6.49,109.19
2023-01-04,Hyderabad,9,7,0,659.46,5.78,73.27
2024-06-24,Bangalore,7,6,0,1038.29,7.7,148.33
2023-04-23,Mumbai,11,6,0,576.21,3.82,52.38
2024-04-10,Delhi,7,4,0,372.7,5.32,53.24
2024-07-08,Bangalore,6,6,0,832.0,7.12,138.67
2024-08-18,Bangalore,16,15,0,2535.53,8.13,158.47
2023-03-04,Mumbai,6,3,0,246.15,3.32,41.03
2024-11-29,Chennai,7,7,0,1145.72,9.57,163.67
2025-04-07,Chennai,13,13,0,1397.08,6.45,107.47
2025-03-15,Chennai,10,9,0,1288.5,8.09,128.85
2023-08-20,Chennai,7,6,0,873.17,7.23,124.74
2023-02-13,Mumbai,10,9,0,918.39,6.84,91.84
2024-05-18,Mumbai,17,10,0,1025.79,4.2,60.34
2023-02-13,Chennai,10,10,0,1121.31,6.86,112.13
2023-04-27,Hyderabad,13,8,0,899.09,5.05,69.16
2024-10-21,Hyderabad,9,5,0,527.42,4.5,58.6
2023-03-30,Chennai,5,5,0,570.49,7.71,114.1
2024-08-19,Hyderabad,5,4,0,430.17,6.8,86.03
2024-08-17,Hyderabad,7,7,0,660.59,6.91,94.37
2025-02-15,Bangalore,9,9,0,1117.32,6.75,124.15
2023-02-14,Chennai,8,7,0,957.9,7.16,119.74
2023-08-05,Delhi,8,3,0,276.3,3.23,34.54
2024-08-24,Chennai,6,5,0,737.09,7.27,122.85
2023-11-29,Delhi,6,4,0,397.88,6.0,66.31
2025-11-27,Hyderabad,8,5,0,672.52,6.1,84.07
2025-02-03,Hyderabad,8,7,0,631.75,5.62,78.97
2025-12-16,Hyderabad,14,7,0,753.71,4.34,53.84
2025-01-29,Mumbai,8,6,0,868.74,8.07,108.59
2023-03-13,Mumbai,6,6,0,594.69,7.64,99.12
2024-01-18,Mumbai,9,6,0,467.16,3.78,51.91
2023-08-10,Chennai,12,9,0,1177.26,5.96,98.11
2024-03-22,Hyderabad,8,6,0,636.06,6.57,79.51
2025-05-21,Bangalore,7,7,0,866.14,6.32,123.73
2024-04-22,Bangalore,10,7,0,1475.82,8.14,147.58
2024-02-10,Hyderabad,7,5,0,615.91,6.87,87.99
2024-01-02,Chennai,14,13,0,1709.75,7.39,122.13
2025-02-04,Bangalore,8,7,0,933.97,6.29,116.75
2023-11-02,Delhi,14,9,0,801.4,5.72,57.24
2023-12-07,Chennai,5,5,0,621.15,7.45,124.23
2023-11-11,Mumbai,11,7,0,778.92,5.05,70.81
2023-04-26,Hyderabad,5,4,0,515.32,7.11,103.06
2024-07-23,Hyderabad,13,7,0,839.69,4.66,64.59
2025-09-28,Mumbai,8,6,0,783.48,6.73,97.94
2023-09-20,Mumbai,10,6,0,590.88,4.19,59.09
2024-08-31,Bangalore,12,11,0,1490.99,7.0,124.25
2025-07-19,Mumbai,9,6,0,663.9,5.46,73.77
2025-01-18,Bangalore,7,6,0,843.72,6.21,120.53
2025-05-01,Chennai,10,8,0,895.02,5.78,89.5
2024-02-19,Hyderabad,12,10,0,1062.66,7.23,88.56
2024-11-19,Mumbai,9,6,0,664.2,5.46,73.8
2025-08-30,Delhi,8,6,0,405.28,4.93,50.66
2025-07-05,Hyderabad,6,3,0,305.65,4.0,50.94
2023-01-04,Delhi,7,6,0,523.9,7.48,74.84
2024-04-25,Delhi,7,2,0,181.4,2.59,25.91
2024-11-08,Delhi,8,5,0,458.51,5.06,57.31
2023-03-05,Mumbai,14,9,0,906.36,4.55,64.74
2026-01-01,Chennai,15,14,0,2233.57,9.19,148.9
2023-11-22,Hyderabad,13,11,0,1121.87,7.09,86.3
2023-01-19,Delhi,18,13,0,1212.89,6.25,67.38
2024-06-19,Hyderabad,12,10,0,1116.82,7.35,93.07
2026-01-15,Bangalore,8,7,0,1172.84,7.53,146.61
2025-12-05,Hyderabad,9,8,0,679.81,5.62,75.53
2025-11-26,Mumbai,11,9,0,714.69,5.02,64.97
2025-03-06,Chennai,10,8,0,1172.84,7.18,117.28
2023-11-04,Chennai,11,10,0,1359.0,7.72,123.55
2023-01-09,Delhi,6,5,0,427.7,7.13,71.28
2025-10-17,Bangalore,5,4,0,594.95,6.22,118.99
2023-01-25,Chennai,3,3,0,457.08,8.98,152.36
2024-06-28,Mumbai,6,5,0,368.76,4.86,61.46
2023-05-31,Hyderabad,9,5,0,533.32,4.75,59.26
2025-11-18,Delhi,8,5,0,430.4,5.38,53.8
2025-10-28,Bangalore,10,10,0,1398.64,7.67,139.86
2025-12-19,Hyderabad,6,6,0,635.4,8.11,105.9
2023-09-15,Mumbai,8,7,0,627.69,5.88,78.46
2023-01-01,Chennai,12,9,0,1285.36,6.67,107.11
2023-07-11,Chennai,7,7,0,574.85,5.42,82.12
2023-01-30,Mumbai,6,4,0,346.38,4.35,57.73
2025-03-27,Hyderabad,9,7,0,649.51,6.0,72.17
2025-05-28,Delhi,15,10,0,875.37,5.42,58.36
2023-08-28,Hyderabad,14,10,0,1051.51,5.91,75.11
2023-03-07,Hyderabad,3,2,0,225.95,5.96,75.32
2023-06-26,Hyderabad,6,5,0,590.79,7.71,98.47
2025-02-04,Hyderabad,10,9,0,976.83,7.64,97.68
2023-11-17,Hyderabad,11,8,0,961.38,6.62,87.4
2023-04-28,Bangalore,12,12,0,1440.79,6.55,120.07
2025-04-04,Bangalore,8,7,0,1017.98,6.91,127.25
2025-03-26,Chennai,14,14,0,2081.55,9.14,148.68
2025-12-01,Mumbai,5,2,0,388.2,5.18,77.64
2025-08-22,Delhi,14,8,0,703.2,4.68,50.23
2025-08-18,Bangalore,11,10,0,1353.09,6.49,123.01
2023-09-03,Mumbai,17,11,0,1158.27,5.18,68.13
2023-08-22,Delhi,12,10,0,842.5,6.78,70.21
2025-05-05,Mumbai,10,8,0,893.85,6.77,89.39
2023-05-22,Hyderabad,14,12,0,1061.18,5.64,75.8
2025-04-26,Chennai,12,9,0,1350.25,6.6,112.52
2023-08-18,Mumbai,11,5,0,546.93,3.61,49.72
2024-08-22,Bangalore,9,8,0,1482.44,8.57,164.72
2023-12-12,Chennai,10,10,0,1367.86,8.76,136.79
2024-09-24,Hyderabad,10,9,0,851.31,6.59,85.13
2024-02-13,Mumbai,5,2,0,191.67,3.05,38.33
2025-02-08,Mumbai,9,6,0,734.88,6.56,81.65
2025-01-22,Delhi,13,10,0,834.96,5.78,64.23
2025-12-07,Mumbai,8,4,0,319.95,2.96,39.99
2024-02-06,Delhi,10,9,0,698.82,6.7,69.88
2025-07-22,Delhi,13,7,0,479.02,3.46,36.85
2024-02-29,Hyderabad,11,7,0,934.62,6.62,84.97
2024-11-29,Mumbai,10,7,0,1057.95,7.05,105.8
2024-07-01,Delhi,6,6,0,521.8,8.7,86.97
2023-02-22,Bangalore,6,6,0,1106.77,10.19,184.46
2024-05-22,Delhi,15,13,0,1101.01,7.23,73.4
2024-07-15,Bangalore,6,5,0,805.1,7.16,134.18
2024-08-04,Delhi,9,9,0,841.02,9.14,93.45
2023-03-30,Delhi,12,8,0,569.94,4.46,47.5
2025-11-02,Bangalore,6,5,0,895.4,7.46,149.23
2024-07-30,Chennai,9,8,0,1094.73,7.42,121.64
2025-04-12,Mumbai,7,5,0,423.78,4.49,60.54
2023-08-12,Hyderabad,9,6,0,754.08,6.19,83.79
2023-04-08,Delhi,15,9,0,780.82,4.96,52.05
2023-06-14,Hyderabad,8,7,0,964.54,8.42,120.57
2024-12-17,Chennai,9,8,0,993.13,6.33,110.35
2025-03-11,Bangalore,8,8,0,908.63,6.35,113.58
2023-06-01,Hyderabad,14,7,0,853.97,4.31,61.0
2024-09-28,Mumbai,9,8,0,1014.66,8.3,112.74
2024-12-10,Mumbai,8,6,0,474.72,4.26,59.34
2024-05-22,Mumbai,14,12,0,1152.81,6.69,82.34
2025-07-23,Hyderabad,7,4,0,490.91,5.82,70.13
2024-04-08,Chennai,8,7,0,885.62,6.37,110.7
2024-12-25,Chennai,9,7,0,961.34,6.57,106.82
2025-02-08,Hyderabad,7,5,0,559.47,6.95,79.92
2025-09-30,Chennai,6,6,0,701.29,7.18,116.88
2023-12-16,Hyderabad,9,5,0,548.25,4.75,60.92
2026-01-13,Bangalore,10,9,0,1209.43,6.55,120.94
2023-03-09,Chennai,9,7,0,874.87,5.78,97.21
2025-02-01,Mumbai,7,3,0,335.88,4.0,47.98
2024-11-26,Hyderabad,12,8,0,752.55,4.86,62.71
2023-01-31,Bangalore,7,6,0,508.0,3.77,72.57
2024-02-11,Hyderabad,10,8,0,943.26,7.36,94.33
2023-07-31,Mumbai,10,8,0,746.76,5.62,74.68
2023-04-11,Bangalore,10,10,0,1849.58,9.58,184.96
2024-05-29,Mumbai,14,8,0,954.87,5.19,68.21
2025-03-21,Mumbai,7,7,0,694.71,7.2,99.24
2023-08-28,Delhi,9,4,0,502.73,5.23,55.86
2024-04-25,Hyderabad,8,7,0,708.61,7.32,88.58
2025-11-14,Chennai,7,6,0,553.78,4.81,79.11
2024-10-10,Hyderabad,10,6,0,576.77,4.35,57.68
2025-03-29,Delhi,12,6,0,428.1,3.57,35.68
2023-05-05,Chennai,9,8,0,981.29,7.06,109.03
2024-07-12,Delhi,12,8,0,709.8,5.4,59.15
2025-04-26,Delhi,9,7,0,459.46,4.9,51.05
2023-05-28,Chennai,13,13,0,1630.91,7.99,125.45
2024-10-26,Chennai,6,5,0,929.49,8.65,154.92
2024-12-03,Hyderabad,9,8,0,723.73,6.27,80.41
2024-05-14,Bangalore,6,6,0,830.85,7.0,138.48
2023-10-13,Hyderabad,10,9,0,927.39,7.07,92.74
2023-10-03,Hyderabad,13,12,0,1486.22,8.85,114.32
2023-11-26,Bangalore,15,13,0,1855.84,6.54,123.72
2023-07-23,Mumbai,8,4,0,421.53,4.07,52.69
2025-01-26,Bangalore,13,12,0,1821.05,7.24,140.08
2023-05-30,Bangalore,9,9,0,1201.05,7.41,133.45
2025-05-11,Delhi,4,3,0,295.6,7.39,73.9
2023-09-14,Bangalore,9,8,0,1229.51,7.36,136.61
2024-12-05,Mumbai,6,5,0,496.08,6.13,82.68
2025-02-05,Hyderabad,8,6,0,545.75,5.08,68.22
2025-07-14,Bangalore,6,6,0,905.09,7.67,150.85
2024-09-25,Delhi,8,7,0,389.74,4.79,48.72
2025-12-26,Delhi,9,4,0,304.7,3.39,33.86
2023-02-28,Chennai,9,7,0,737.33,5.15,81.93
2025-03-13,Hyderabad,10,8,0,803.11,6.35,80.31
2023-04-09,Mumbai,15,13,0,1259.7,6.52,83.98
2023-09-24,Chennai,12,12,0,1407.27,6.9,117.27
2024-06-08,Mumbai,14,10,0,1059.99,5.5,75.71
2025-10-23,Delhi,10,10,0,886.8,8.87,88.68
2024-08-03,Delhi,8,7,0,472.0,5.9,59.0
2025-03-06,Delhi,5,5,0,374.61,7.27,74.92
2025-02-22,Chennai,9,8,0,1209.68,7.76,134.41
2025-08-10,Bangalore,11,10,0,1289.64,6.28,117.24
2023-03-17,Chennai,10,9,0,1235.16,7.81,123.52
2023-09-05,Chennai,13,8,0,1085.64,4.95,83.51
2024-05-15,Mumbai,8,4,0,414.93,3.75,51.87
2024-03-13,Mumbai,8,5,0,683.28,6.69,85.41
2025-07-11,Hyderabad,9,8,0,808.91,7.05,89.88
2023-03-20,Bangalore,13,12,0,1967.26,8.0,151.33
2025-07-05,Mumbai,16,7,0,925.56,4.2,57.85
2023-01-29,Mumbai,7,6,0,825.48,8.3,117.93
2025-10-10,Bangalore,7,4,0,478.82,3.77,68.4
2024-05-24,Mumbai,17,10,0,1155.63,4.9,67.98
2024-09-09,Bangalore,9,9,0,1179.24,6.76,131.03
2024-05-08,Mumbai,16,11,0,1221.21,5.98,76.33
2023-12-03,Delhi,12,8,0,787.86,6.26,65.66
2024-11-12,Mumbai,5,3,0,328.71,5.15,65.74
2023-12-31,Mumbai,9,6,0,865.29,6.77,96.14
2025-05-27,Bangalore,8,8,0,1572.92,10.85,196.62
2025-10-13,Bangalore,7,7,0,1181.91,9.06,168.84
2023-04-04,Chennai,8,8,0,887.53,7.46,110.94
2024-02-23,Delhi,5,2,0,88.98,1.6,17.8
2025-07-30,Bangalore,8,8,0,1042.64,6.93,130.33
2025-05-08,Bangalore,13,12,0,1869.96,7.71,143.84
2024-08-28,Hyderabad,7,5,0,302.59,3.13,43.23
2024-09-19,Mumbai,5,4,0,396.72,5.72,79.34
2025-03-22,Mumbai,8,7,0,945.63,8.13,118.2
2023-03-02,Mumbai,15,10,0,1200.33,5.9,80.02
2025-04-05,Hyderabad,4,2,0,209.24,3.61,52.31
2023-02-15,Delhi,8,7,0,586.5,7.33,73.31
2025-02-25,Mumbai,9,7,0,822.27,6.35,91.36
2024-05-07,Chennai,14,12,0,1670.64,7.44,119.33
2024-03-04,Delhi,8,6,0,463.4,5.79,57.93
2024-05-05,Bangalore,15,14,0,2453.61,8.46,163.57
2023-08-02,Mumbai,12,10,0,923.64,5.44,76.97
2023-04-05,Bangalore,10,7,0,1082.63,5.48,108.26
2025-01-06,Mumbai,4,3,0,354.15,5.9,88.54
2025-01-13,Delhi,7,5,0,423.0,6.04,60.43
2023-07-16,Mumbai,8,6,0,671.4,6.13,83.93
2023-06-12,Delhi,11,5,0,478.32,4.12,43.48
2025-05-12,Bangalore,5,4,0,607.67,6.56,121.53
2025-11-19,Mumbai,10,7,0,798.3,5.64,79.83
2024-03-11,Delhi,8,4,0,340.07,3.76,42.51
2025-10-30,Bangalore,8,6,0,1014.32,6.56,126.79
2023-02-07,Bangalore,14,11,0,1669.09,6.2,119.22
2025-07-25,Bangalore,7,7,0,1152.47,8.58,164.64
2025-07-16,Chennai,11,10,0,1309.91,7.11,119.08
